2,2,pour,prep,les_autres,det,volets,nc,de,prep,l',det,O.
5,5,de,prep,l',det,actualité,nc,internationale,adj,en_plus,adv,O.
10,10,bref,adj,en,prep,Afrique,np,le,det,président,nc,B-geoloc.
12,12,Afrique,np,le,det,président,nc,américain,adj,a,v,O.
17,17,regagné,v,l',det,Afrique_du_Sud,np,dans,prep,la,det,B-geoloc.
20,20,dans,prep,la,det,soirée,nc,POINT,ponctw,XX,XX,O.
26,3,une,det,brève,adj,étape,nc,nocturne,adj,il,cln,O.
33,10,rendre,v,demain,adv,matin,nc,en,prep,Ouganda,np,O.
35,12,matin,nc,en,prep,Ouganda,np,avant_dernière,adj,étape,nc,B-geoloc.
37,14,Ouganda,np,avant_dernière,adj,étape,nc,de,prep,sa,det,O.
40,17,de,prep,sa,det,tournée,nc,africaine,adj,avant,prep,O.
44,21,avant,prep,le,det,Nigéria,np,POINT,ponctw,XX,XX,B-geoloc.
48,1,XX,XX,le,det,secrétaire,nc,général,adj,des,prep,O.
51,4,général,adj,des,prep,Nations_unies,np,Kofi_Annan,np,se,clr,B-org.
52,5,des,prep,Nations_unies,np,Kofi_Annan,np,se,clr,rendra,v,B-person.
55,8,se,clr,rendra,v,lundi,nc,à,prep,Washington,np,O.
57,10,lundi,nc,à,prep,Washington,np,pour,prep,s',clr,B-geoloc.
65,18,à,prep,sa,det,demande,nc,avec,prep,le,det,O.
68,21,avec,prep,le,det,président,nc,américain,adj,George,np,O.
70,23,président,nc,américain,adj,George,np,Bush,np,c',cln,B-person.
71,24,américain,adj,George,np,Bush,np,c',cln,est_ce_qu',adv,I-person.
77,30,annoncé,v,l',det,ONU,nc,POINT,ponctw,XX,XX,B-org.
84,4,à_propos_de,prep,l',det,Afrique,np,la,det,France,np,B-geoloc.
86,6,Afrique,np,la,det,France,np,a,v,exprimé,v,B-org.
90,10,exprimé,v,sa,det,préoccupation,nc,face_à,prep,la,det,O.
93,13,face_à,prep,la,det,situation,nc,à,prep,Bujumbura,np,O.
95,15,situation,nc,à,prep,Bujumbura,np,au,prep,Burundi,np,B-geoloc.
96,16,à,prep,Bujumbura,np,au,prep,Burundi,np,à_la_suite_de,prep,O.
97,17,Bujumbura,np,au,prep,Burundi,np,à_la_suite_de,prep,l',det,B-geoloc.
100,20,à_la_suite_de,prep,l',det,attaque,nc,du,prep,sud,nc,O.
102,22,attaque,nc,du,prep,sud,nc,de,prep,la,det,O.
105,25,de,prep,la,det,ville,nc,par,prep,les,det,O.
111,31,hutus,adj,des,prep,forces,nc,nationales,adj,de,prep,O.
114,34,nationales,adj,de,prep,libération,nc,c',prep,est_ce_qu',adv,O.
120,40,indiqué,v,le,det,ministère,nc,français,adj,des,prep,B-org.
123,43,français,adj,des,prep,affaires,nc,étrangères,adj,POINT,ponctw,I-org.
130,3,enfin,adv,à,prep,Minsk,np,le,det,président,nc,B-geoloc.
132,5,Minsk,np,le,det,président,nc,Bélarusse,np,a,v,O.
133,6,le,det,président,nc,Bélarusse,np,a,v,limogé,v,O.
138,11,aujourd'hui,adv,son,det,Premier,np,ministre,nc,ainsi_que,csu,O.
139,12,son,det,Premier,np,ministre,nc,ainsi_que,csu,plusieurs,det,O.
143,16,plusieurs,det,autres,adj,responsables,nc,gouvernementaux,adj,en,prep,O.
149,22,reprochant,v,des,det,difficultés,nc,économiques,adj,du,prep,O.
152,25,économiques,adj,du,prep,pays,nc,POINT,ponctw,XX,XX,O.
156,1,XX,XX,une,det,mesure,nc,dénoncée,v,par,prep,O.
160,5,par,prep,l',det,opposition,nc,qui,prorel,a,v,O.
165,10,vu,v,une,det,manoeuvre,nc,politique,adj,POINT,ponctw,O.
171,2,vous,cln,écoutez,v,RTM,np,Chaîne,adj,Internationale,np,B-org.
173,4,RTM,np,Chaîne,adj,Internationale,np,point,nc,final,adj,I-org.
174,5,Chaîne,adj,Internationale,np,point,nc,final,adj,à,prep,O.
178,9,à,prep,cette,det,édition,nc,je,cln,vous,clo,O.
185,16,les,det,principaux,adj,titres,nc,POINT,ponctw,XX,XX,O.
188,0,XX,XX,XX,XX,réunion,nc,du,prep,Conseil,nc,O.
190,2,réunion,nc,du,prep,Conseil,nc,de,prep,gouvernement,nc,O.
192,4,Conseil,nc,de,prep,gouvernement,nc,sous,prep,la,det,O.
195,7,sous,prep,la,det,présidence,nc,du,prep,Premier,np,O.
197,9,présidence,nc,du,prep,Premier,np,ministre,nc,Driss,np,O.
198,10,du,prep,Premier,np,ministre,nc,Driss,np,Jettou,np,O.
199,11,Premier,np,ministre,nc,Driss,np,Jettou,np,XX,XX,B-person.
200,12,ministre,nc,Driss,np,Jettou,np,XX,XX,XX,XX,I-person.
202,0,XX,XX,XX,XX,parlement,nc,après,prep,la,det,B-org.
205,3,après,prep,la,det,Chambre,nc,des,prep,conseillers,nc,B-org.
207,5,Chambre,nc,des,prep,conseillers,nc,la,det,Chambre,nc,I-org.
209,7,conseillers,nc,la,det,Chambre,nc,des,prep,représentants,nc,O.
211,9,Chambre,nc,des,prep,représentants,nc,devait,v,clore,v,O.
215,13,clore,v,sa,det,session,nc,d',prep,avril,nc,O.
217,15,session,nc,d',prep,avril,nc,POINT,ponctw,XX,XX,O.
221,1,XX,XX,le,det,Maroc,np,fait,v,don,nc,B-org.
223,3,Maroc,np,fait,v,don,nc,de,prep,quatre,det,O.
226,6,de,prep,quatre,det,tonnes,nc,de,prep,médicaments,nc,O.
228,8,tonnes,nc,de,prep,médicaments,nc,à_la,prep,Mauritanie,np,O.
230,10,médicaments,nc,à_la,prep,Mauritanie,np,POINT,ponctw,XX,XX,B-org.
233,0,XX,XX,XX,XX,attentat,nc,de,prep,Casablanca,np,O.
235,2,attentat,nc,de,prep,Casablanca,np,dans,prep,le,det,B-geoloc.
238,5,dans,prep,le,det,cadre,nc,des,prep,investigations,nc,O.
240,7,cadre,nc,des,prep,investigations,nc,menées,v,par,prep,O.
244,11,par,prep,la,det,police,nc,judiciaire,adj,pour,prep,O.
249,16,appréhender,v,les,det,personnes,nc,impliquées,v,dans,prep,O.
253,20,dans,prep,les,det,actes,nc,terroristes,adj,du,prep,O.
257,24,du,prep,seize,adj,mai,nc,VIRGULE,ponctw,vingt,det,O.
260,27,VIRGULE,ponctw,vingt,det,personnes,nc,ont,v,été,v,O.
265,32,présentées,v,au,prep,parquet,nc,près,prep,la,det,O.
268,35,près,prep,la,det,cour,nc,d',prep,appel,nc,B-geoloc.
270,37,cour,nc,d',prep,appel,nc,de,prep,Rabat,np,I-geoloc.
272,39,appel,nc,de,prep,Rabat,np,POINT,ponctw,XX,XX,I-geoloc.
276,1,XX,XX,au,prep,dossier,nc,international,adj,Proche_Orient,np,O.
278,3,dossier,nc,international,adj,Proche_Orient,np,:,ponctw,XX,XX,B-geoloc.
281,0,XX,XX,XX,XX,libération,nc,des,prep,détenus,nc,O.
283,2,libération,nc,des,prep,détenus,nc,reste,v,la,det,O.
287,6,la,det,principale,adj,question,nc,pour,prep,les,det,O.
290,9,pour,prep,les,det,palestiniens,nc,et,coo,devait,v,O.
297,16,lors_d',prep,une,det,rencontre,nc,prévue,v,dans,prep,O.
301,20,dans,prep,la,det,soirée,nc,entre,prep,le,det,O.
304,23,entre,prep,le,det,ministre,nc,palestinien,adj,délégué,nc,O.
306,25,ministre,nc,palestinien,adj,délégué,nc,à_la,adv,sécurité,nc,O.
308,27,délégué,nc,à_la,adv,sécurité,nc,Mohammad,np,Dahlane,np,O.
309,28,à_la,adv,sécurité,nc,Mohammad,np,Dahlane,np,et,coo,B-person.
310,29,sécurité,nc,Mohammad,np,Dahlane,np,et,coo,le,det,I-person.
313,32,et,coo,le,det,ministre,nc,de,prep,la,det,O.
316,35,de,prep,la,det,défense,nc,israélien,adj,Shaul,np,O.
318,37,défense,nc,israélien,adj,Shaul,np,Mofaz,np,en,prep,B-person.
319,38,israélien,adj,Shaul,np,Mofaz,np,en,prep,Irak,np,I-person.
320,39,Shaul,np,Mofaz,np,en,prep,Irak,np,deux,det,O.
321,40,Mofaz,np,en,prep,Irak,np,deux,det,soldats,nc,B-geoloc.
323,42,Irak,np,deux,det,soldats,nc,américains,adj,ont,v,O.
329,48,tués,v,hier,adv,soir,nc,dans,prep,le,det,O.
332,51,dans,prep,le,det,centre,nc,de,prep,l',det,O.
335,54,de,prep,l',det,Irak,np,lors_de,prep,deux,det,B-geoloc.
338,57,lors_de,prep,deux,det,attaques,nc,séparées,adj,contre,prep,O.
342,61,contre,prep,des,det,convois,nc,militaires,adj,et,coo,O.
346,65,et,coo,le,det,président,nc,américain,adj,George,np,O.
348,67,président,nc,américain,adj,George,np,Bush,np,a,v,B-person.
349,68,américain,adj,George,np,Bush,np,a,v,reconnu,v,I-person.
354,73,à,prep,*,ponctw,Gaborone,np,que,csu,Washington,np,I-geoloc.
356,75,Gaborone,np,que,csu,Washington,np,était,v,confronté,v,B-org.
361,80,à,prep,un,det,problème,nc,de,prep,sécurité,nc,O.
