2830,subjonctif nc,alors_que csu,Bruno,np,0,0,27861,0,Mégret np,est v,B-person.
2831,alors_que csu,Bruno np,Mégret,np,661,0,5733,0,est v,défait v,I-person.
2842,militants nc,du prep,FN,np,0,0,0,0,? ponctw,XX XX,B-org.
2853,véritablement adv,le det,Front,np,0,53420,0,0,National np,? ponctw,B-org.
2854,le det,Front np,National,np,6373,18104,645,986,? ponctw,XX XX,I-org.
2864,six nc,!VIRGULE ponctw,Pascale,np,0,0,3918,0,Clark np,!POINT ponctw,B-person.
2865,!VIRGULE ponctw,Pascale np,Clark,np,0,0,10037,0,!POINT ponctw,XX XX,I-person.
2886,visite nc,de prep,Bill_Clinton,np,0,0,81377,0,en prep,territoire nc,B-person.
2887,de prep,Bill_Clinton np,en,prep,0,0,0,0,territoire nc,palestinien adj,O.
2888,Bill_Clinton np,en prep,territoire,nc,0,0,0,0,palestinien adj,: ponctw,O.
2893,XX XX," ponctw,Arafat,np,0,0,61340,0,Clinton np,: ponctw,B-person.
2894," ponctw,Arafat np,Clinton,np,0,0,80450,0,: ponctw,XX XX,B-person.
2899,gaze nc,à prep,Gaza,np,107203,1554,1094,0,! ponctw,XX XX,B-geoloc.
2910,XX XX,pour prep,Ouest_France,np,0,1356,0,0,!VIRGULE ponctw,c' cln,B-org.
2917,vote nc,des prep,Palestiniens,np,0,0,0,0,qui prorel,est v,O.
2923,!VIRGULE ponctw,l' det,OLP,np,0,27159,0,0,renonce v,à_la prep,B-org.
2928,destruction nc,d' prep,Israël,np,106244,199432,10029,0,! ponctw,XX XX,B-geoloc.
3011,spécial adj,du prep,Figaro,np,0,4840,1125,0,!VIRGULE ponctw,en prep,B-org.
3047,XX XX,XX XX,Vincent,np,1216,0,26833,0,Cochetel np,!VIRGULE ponctw,B-person.
3048,XX XX,Vincent np,Cochetel,np,0,0,541,0,!VIRGULE ponctw,libéré v,I-person.
3055,XX XX,XX XX,Libération,np,0,16932,0,0,revient v,sur prep,B-org.
3077,XX XX,selon prep,Jean_Pierre,np,0,0,64749,0,Thiboda np,!VIRGULE ponctw,B-person.
3078,selon prep,Jean_Pierre np,Thiboda,np,0,0,0,0,!VIRGULE ponctw,il cln,I-person.
3149,au prep,* ponctw,Caucase,np,15145,743,0,0,russe adj,!POINT ponctw,B-geoloc.
3150,* ponctw,Caucase np,russe,adj,0,0,0,0,!POINT ponctw,XX XX,O.
3158,la det,loi nc,Trautmann,np,0,0,2156,0,sur prep,l' det,B-person.
3165,XX XX,le det,Figaro,np,0,4840,1125,0,se clr,demande v,B-org.
3181,XX XX,XX XX,Matignon,np,5346,9193,2105,0,devrait v,trancher v,B-org.
3220,abonnés nc,!VIRGULE ponctw,SFR,np,0,928,0,0,trois det,millions nc,B-org.
3226,!VIRGULE ponctw,et coo,Bouygues_Télécom,np,0,0,0,0,un det,million nc,B-org.
3245,XX XX,XX XX,SFR,np,0,928,0,0,et coo,Itinéris np,B-org.
3247,SFR np,et coo,Itinéris,np,0,0,0,0,ne advneg,dégageront v,B-org.
3257,année nc,!VIRGULE ponctw,Bouygues_Télécom,np,0,0,0,0,attendra v,deux det,B-org.
3269,la det,comédienne adj,Nicole,np,0,0,13327,0,Kidmann np,: ponctw,B-person.
3270,comédienne adj,Nicole np,Kidmann,np,0,0,0,0,: ponctw,XX XX,I-person.
3279,XX XX,XX XX,Nicole,np,0,0,13327,0,Kidmann np,apparaît v,O.
3280,XX XX,Nicole np,Kidmann,np,0,0,0,0,apparaît v,nue adj,O.
3303,dans prep,le det,New_York,np,134916,27831,746,0,Times np,: ponctw,B-org.
3304,le det,New_York np,Times,np,0,33707,0,0,: ponctw,XX XX,I-org.
3320,corps nc,de prep,Mademoiselle,nc,0,0,0,0,Kidmann np,: ponctw,O.
3321,de prep,Mademoiselle nc,Kidmann,np,0,0,0,0,: ponctw,XX XX,B-person.
3340,était v,la det,revue,nc,0,0,0,0,de prep,presse nc,O.
3341,la det,revue nc,de,prep,0,0,0,0,presse nc,de prep,O.
3342,revue nc,de prep,presse,nc,0,0,0,0,de prep,Pascale np,O.
3343,de prep,presse nc,de,prep,0,0,0,0,Pascale np,Clark np,O.
3344,presse nc,de prep,Pascale,np,0,0,3918,0,Clark np,!POINT ponctw,B-person.
3345,de prep,Pascale np,Clark,np,0,0,10037,0,!POINT ponctw,XX XX,I-person.
3357,XX XX,!VIRGULE ponctw,Alex,np,0,0,15485,0,Taylor np,! ponctw,B-person.
3358,!VIRGULE ponctw,Alex np,Taylor,np,0,0,15982,0,! ponctw,XX XX,I-person.
3362,XX XX,bonjour nc,Patricia,np,0,0,6959,0,! ponctw,XX XX,B-person.
3370,souvenir v,en prep,Allemagne,np,146678,111308,3878,1152,aujourd'hui adv,? ponctw,B-geoloc.
3414,XX XX,le det,Tageszeitung,np,0,0,0,0,n' advneg,est v,B-org.
3434,sur prep,les det,Allemands,np,0,0,0,0,et coo,les det,O.
3437,et coo,les det,Juifs,np,1064,536,0,0,et coo,commence v,O.
3461,le det,mot nc,Auschwitz,np,6811,572,0,0,en_face_d' prep,un det,B-geoloc.
3464,en_face_d' prep,un det,Allemand,np,0,0,0,0,la det,discussion nc,O.
3481,que csu,l' det,Allemagne,np,146678,111308,3878,1152,soit coo,devenue v,B-geoloc.
3685,XX XX,XX XX,The_Independent,np,0,2007,0,0,britannique adj,rappelle v,B-org.
3686,XX XX,The_Independent np,britannique,adj,0,0,0,0,rappelle v,en prep,O.
3703,lieu nc,en prep,Allemagne,np,146678,111308,3878,1152,qui prorel,casse v,B-geoloc.
3725,genre nc,en prep,Allemagne,np,146678,111308,3878,1152,!VIRGULE ponctw,où prorel,B-geoloc.
3733,de prep,la det,RDA,np,14863,2624,0,0,est v,accusé v,B-geoloc.
3741,abattu v,un det,Vopo,np,0,0,0,0,!VIRGULE ponctw,l'un pro,O.
3765,mais coo,l' det,Allemagne,np,146678,111308,3878,1152,n' advneg,est v,B-org.
3785,!VIRGULE ponctw,évidemment adv,Franco,np,0,0,12171,0,lui_même pro,dépeint v,B-person.
3871,de prep,série nc,B,nc,0,0,0,0,!VIRGULE ponctw,s' clr,O.
3894,XX XX,les det,Beatles,np,0,4045,0,0,! ponctw,XX XX,I-org.
3969,de prep,l' det,Europe,np,206782,181126,0,0,!POINT ponctw,XX XX,B-geoloc.
3981,rajoute v,néanmoins adv,Signor,np,0,0,0,0,d' prep,Alema np,O.
3982,néanmoins adv,Signor np,d',prep,0,0,0,0,Alema np,!VIRGULE ponctw,B-person.
3983,Signor np,d' prep,Alema,np,0,0,4864,0,!VIRGULE ponctw,de prep,I-person.
4007,air nc,!VIRGULE ponctw,Alain_Rey,np,0,0,0,0,? ponctw,XX XX,B-person.
4035,l' det,ex nc,Front,np,0,53420,0,0,National np,au prep,B-org.
4036,ex nc,Front np,National,np,6373,18104,645,986,au prep,singulier adj,I-org.
4080,pour prep,parler v,Le_Pen,np,0,0,9265,0,!VIRGULE ponctw,un det,B-person.
4380,mariages nc,et coo,PACS,np,0,0,0,1987,!VIRGULE ponctw,et coo,B-product.
4502,en prep,deux det,Fronts,np,0,0,0,0,nationaux adj,dans prep,O.
4503,deux det,Fronts np,nationaux,adj,0,0,0,0,dans prep,une det,O.
4523,reparler v,du prep,Front,np,0,53420,0,0,National np,dans prep,B-org.
4524,du prep,Front np,National,np,6373,18104,645,986,dans prep,dans prep,I-org.
4698,vous cln,pensez v,André,np,617,0,60591,0,qu' csu,il cln,B-person.
4815,XX XX,XX XX,Françoise,np,0,0,12863,0,de prep,Panafieu np,B-person.
4816,XX XX,Françoise np,de,prep,0,0,0,0,Panafieu np,? ponctw,I-person.
4817,Françoise np,de prep,Panafieu,np,0,0,0,0,? ponctw,XX XX,I-person.
4821,XX XX,bonjour nc,Monsieur,nc,0,0,1397,544,plus adv,de prep,O.
4847,dites v,là adv,Monsieur,np,0,0,1397,544,est v,ressenti v,O.
5081,gens nc,du prep,Sud,np,110949,3989,0,0,et coo,des prep,O.
5086,gens nc,du prep,Nord,np,0,28319,514,0,!VIRGULE ponctw,des det,O.
5269,XX XX,XX XX,Alain_Rey,np,0,0,0,0,!VIRGULE ponctw,un det,B-person.
5359,standard nc,où prorel,Gilles,np,1947,506,22778,0,euh np,nous cln,B-person.
5360,où prorel,Gilles np,euh,np,0,0,0,0,nous cln,attend v,O.
5371,poser v,à prep,Françoise,np,0,0,12863,0,de prep,Panafieu np,B-person.
5372,à prep,Françoise np,de,prep,0,0,0,0,Panafieu np,!POINT ponctw,I-person.
5373,Françoise np,de prep,Panafieu,np,0,0,0,0,!POINT ponctw,XX XX,I-person.
5376,XX XX,XX XX,Gilles,np,1947,506,22778,0,! ponctw,XX XX,B-person.
5398,de prep,dire v,Madame,np,0,0,973,0,de prep,Panafieu np,O.
5399,dire v,Madame np,de,prep,0,0,0,0,Panafieu np,... ponctw,B-person.
5400,Madame np,de prep,Panafieu,np,0,0,0,0,... ponctw,XX XX,I-person.
5545,!VIRGULE ponctw,contrairement_à prep,Madame,np,0,0,973,0,de prep,Panafieu np,O.
5546,contrairement_à prep,Madame np,de,prep,0,0,0,0,Panafieu np,!VIRGULE ponctw,B-person.
5547,Madame np,de prep,Panafieu,np,0,0,0,0,!VIRGULE ponctw,XX XX,I-person.
5646,ça pro,d'ailleurs adv,Françoise,np,0,0,12863,0,de prep,Panafieu np,B-person.
5647,d'ailleurs adv,Françoise np,de,prep,0,0,0,0,Panafieu np,!VIRGULE ponctw,I-person.
5648,Françoise np,de prep,Panafieu,np,0,0,0,0,!VIRGULE ponctw,que csu,I-person.
5684,remarque v,de prep,Gilles,np,1947,506,22778,0,... ponctw,XX XX,B-person.
6011,dont prorel,parlait v,Jacques_Chirac,np,0,0,96945,0,il cln,y clo,B-person.
6026,crois v,!VIRGULE ponctw,Monsieur,nc,0,0,1397,544,... ponctw,XX XX,O.
6031,je cln,crois v,Monsieur,nc,0,0,1397,544,que csu,c' cln,O.
6107,XX XX,est v,Véronique,np,0,0,6953,0,qui prorel,nous clo,B-person.
6114,XX XX,XX XX,Véronique,np,0,0,6953,0,! ponctw,XX XX,B-person.
6134,d'accord adv,avec prep,Madame,np,0,0,973,0,de prep,Panafieu np,O.
6135,avec prep,Madame np,de,prep,0,0,0,0,Panafieu np,sur prep,B-person.
6136,Madame np,de prep,Panafieu,np,0,0,0,0,sur prep,tout adv,I-person.
6213,lois nc,en prep,France,np,462565,384907,32621,2209,qui prorel,ne advneg,B-geoloc.
6607,!VIRGULE ponctw,en prep,France,np,462565,384907,32621,2209,! ponctw,XX XX,B-geoloc.
6899,par_exemple adv,l' det,Espagne,np,89948,63672,18552,1657,!VIRGULE ponctw,où prorel,B-geoloc.
6937,!VIRGULE ponctw,en prep,Italie,np,104660,78169,20024,1515,aussi adv,ça pro,B-geoloc.
7014,nous cln,attend v,Éric,np,0,0,1676,0,et coo,on cln,B-person.
7022,XX XX,XX XX,Éric,np,0,0,1676,0,! ponctw,XX XX,B-person.
7033,relative adj,au prep,Front,np,0,53420,0,0,National np,: ponctw,B-org.
7034,au prep,Front np,National,np,6373,18104,645,986,: ponctw,XX XX,I-org.
7048,explosion nc,du prep,Front,np,0,53420,0,0,National np,!VIRGULE ponctw,B-org.
7049,du prep,Front np,National,np,6373,18104,645,986,!VIRGULE ponctw,ne advneg,I-org.
7079,citoyenne adj,à prep,Fayence,np,0,0,0,0,dans prep,le det,B-geoloc.
7082,dans prep,le det,Var,np,6148,0,0,0,on cln,est v,B-geoloc.
7109,êtes v,députée adj,RPR,np,0,58133,0,0,!VIRGULE ponctw,est_ce_qu' csu,O.
7138,à_la adv,députée nc,RPR,np,0,58133,0,0,que prorel,je cln,O.
7183,que prorel,le det,Front,np,0,53420,0,0,National np,donne v,B-org.
7184,le det,Front np,National,np,6373,18104,645,986,donne v,euh pro,I-org.
7256,gouverné v,en prep,France,np,462565,384907,32621,2209,!POINT ponctw,XX XX,B-geoloc.
7317,jettent v,à_la_face_des prep,Français,np,0,1567,0,0,euh np,l' det,O.
7318,à_la_face_des prep,Français np,euh,np,0,0,0,0,l' det,image nc,O.
7341,ce det,matin nc,Françoise,np,0,0,12863,0,de prep,Panafieu np,B-person.
7342,matin nc,Françoise np,de,prep,0,0,0,0,Panafieu np,! ponctw,I-person.
7343,Françoise np,de prep,Panafieu,np,0,0,0,0,! ponctw,XX XX,I-person.
7354,heures nc,sur prep,France_Inter,np,0,10109,0,0,et coo,ce cln,B-org.
7367,minutes nc,chez prep,Pierre,np,1055,756,127331,0,Bouteiller np,!VIRGULE ponctw,B-person.
7368,chez prep,Pierre np,Bouteiller,np,0,0,0,0,!VIRGULE ponctw,deux det,I-person.
7374,XX XX,XX XX,France_Inter,np,0,10109,0,0,!VIRGULE ponctw,il cln,B-org.
7383,XX XX,journal nc,Dominique,np,0,0,58495,0,Delaroa np,!POINT ponctw,B-person.
7384,journal nc,Dominique np,Delaroa,np,0,0,0,0,!POINT ponctw,XX XX,I-person.
7394,écoute nc,d' prep,RTM,np,0,1273,0,0,Chaîne np,Inter np,B-org.
7395,d' prep,RTM np,Chaîne,np,0,1222,0,0,Inter np,!POINT ponctw,I-org.
7396,RTM np,Chaîne np,Inter,np,0,14386,751,524,!POINT ponctw,XX XX,I-org.
7426,mise_en_oeuvre nc,du prep,Plan,nc,0,0,0,0,de prep,paix nc,O.
7427,du prep,Plan nc,de,prep,0,0,0,0,paix nc,international adj,O.
7428,Plan nc,de prep,paix,nc,0,0,0,0,international adj,et coo,O.
7435,XX XX,XX XX,Golfe,np,45982,1938,0,0,: ponctw,XX XX,B-geoloc.
7438,XX XX,XX XX,Ankara,np,11086,21160,0,0,annonce v,que csu,O.
7446,arrêtés v,en prep,Irak,np,368948,87782,0,0,vont v,être v,B-geoloc.
7457,; ponctw,le det,Hassania,np,0,0,0,0,d' prep,Agadir np,B-org.
7458,le det,Hassania np,d',prep,0,0,0,0,Agadir np,conserve v,I-org.
7459,Hassania np,d' prep,Agadir,np,983,0,0,0,conserve v,son det,I-org.
7475,!VIRGULE ponctw,au prep,Proche_Orient,np,68353,0,0,0,tout_d'abord adv,; ponctw,B-geoloc.
7541,par prep,le det,Shin,np,0,3525,801,0,Beth np,; ponctw,B-org.
7542,le det,Shin np,Beth,np,0,2930,1221,0,; ponctw,le det,I-org.
7554,la det,réunion nc,Sharon,np,0,0,75511,0,a v,précisé v,B-person.
7587,XX XX,XX XX,Golfe,np,45982,1938,0,0,; ponctw,la det,B-geoloc.
7595,turcs adj,en prep,Irak,np,368948,87782,0,0,en prep,passe nc,B-geoloc.
7596,en prep,Irak np,en,prep,0,0,0,0,passe nc,d' prep,O.
7597,Irak np,en prep,passe,nc,0,0,0,0,d' prep,être v,O.
7614,américains nc,en prep,Irak,np,368948,87782,0,0,du prep,nord nc,B-geoloc.
7615,en prep,Irak np,du,prep,0,0,0,0,nord nc,!VIRGULE ponctw,O.
7616,Irak np,du prep,nord,nc,0,0,0,0,!VIRGULE ponctw,pourrait v,O.
7635,continue v,turque adj,NTV,np,0,9071,0,0,!VIRGULE ponctw,les det,B-org.
7645,soir nc,à prep,Bagdad,np,166408,8943,554,0,ils cln,devaient v,B-geoloc.
7662,demain adv,vers prep,Soulimaniya,np,0,0,0,0,dans prep,le det,B-geoloc.
7668,de prep,l' det,Irak,np,368948,87782,0,0,où prorel,ils cln,B-geoloc.
7679,!VIRGULE ponctw,d'après prep,NTV,np,0,9071,0,0,qui prorel,cite v,B-org.
7689,XX XX,le det,Premier,np,0,5822,2441,0,ministre nc,turc adj,O.
7690,le det,Premier np,ministre,nc,0,0,0,0,turc adj,avait v,O.
7704,dimanche nc,avec prep,Dick,np,0,0,11974,0,Cheny np,!VIRGULE ponctw,B-person.
7705,avec prep,Dick np,Cheny,np,0,0,0,0,!VIRGULE ponctw,de prep,I-person.
7725,communiqué nc,du prep,Premier,np,0,5822,2441,0,ministre nc,ne advneg,O.
7726,du prep,Premier np,ministre,nc,0,0,0,0,ne advneg,précise v,O.
7777,université nc,de prep,Bagdad,np,166408,8943,554,0,!POINT ponctw,XX XX,B-geoloc.
7814,XX XX,en prep,Corse,np,21024,2914,0,0,la det,victoire nc,B-geoloc.
7847,échec nc,de prep,Nicolas,np,986,0,62304,554,Sarkozy np,au prep,B-person.
7848,de prep,Nicolas np,Sarkozy,np,1024,0,46814,0,au prep,ministère np,I-person.
7849,Nicolas np,Sarkozy np,au,prep,0,0,0,0,ministère np,de prep,O.
7850,Sarkozy np,au prep,ministère,np,0,0,0,0,de prep,l' det,O.
7853,de prep,l' det,Intérieur,np,0,0,0,0,!POINT poncts,XX XX,O.
7862,cuisante adj,pour prep,Jean_Pierre,np,0,0,64749,0,Raffarin np,!VIRGULE ponctw,B-person.
7863,pour prep,Jean_Pierre np,Raffarin,np,0,793,23555,0,!VIRGULE ponctw,qui prorel,I-person.
7911,XX XX,le det,Nigéria,np,3679,514,0,0,s' clr,apprête v,B-org.
7958,capitale nc,!VIRGULE ponctw,Charles,np,1141,521,86525,0,Taylor np,a v,B-person.
7959,!VIRGULE ponctw,Charles np,Taylor,np,0,0,15982,0,a v,souhaité v,I-person.
7975,appelle v,les det,États_Unis,np,4576,6449,0,0,à prep,envoyer v,B-org.
8007,libération nc,du prep,Soudan,np,27007,5571,0,0,ont v,repris v,B-geoloc.
8011,repris v,à prep,Nakuru,np,0,0,0,0,à prep,Nairobi np,B-geoloc.
8012,à prep,Nakuru np,à,prep,0,0,0,0,Nairobi np,!VIRGULE ponctw,O.
8013,Nakuru np,à prep,Nairobi,np,12168,2269,0,0,!VIRGULE ponctw,selon prep,B-geoloc.
8042,veille nc,au prep,Kenya,np,14491,3887,531,0,entre prep,les det,B-geoloc.
8069,XX XX,le det,Kawkab,np,0,0,0,0,venu v,à prep,B-org.
8072,venu v,à prep,Casablanca,np,7098,1302,0,0,pour prep,subir v,B-geoloc.
8091,permis v,à prep,Zebdi,np,0,0,0,0,d' prep,égaliser v,B-person.
8100,titre nc,à prep,Agadir,np,983,0,0,0,!POINT ponctw,XX XX,B-geoloc.
8138,accompagnent v,le det,Fath,np,0,867,0,0,en prep,GNF nc,B-org.
8139,le det,Fath np,en,prep,0,0,0,0,GNF nc,deux adj,O.
8140,Fath np,en prep,GNF,nc,0,0,0,0,deux adj,!VIRGULE ponctw,O.
8141,en prep,GNF nc,deux,adj,0,0,0,0,!VIRGULE ponctw,avaient v,O.
8154,marque nc,à prep,Settat,np,0,0,0,0,contre prep,la det,B-geoloc.
8157,contre prep,la det,Renaissance,nc,0,3385,0,0,!POINT ponctw,XX XX,B-org.
8193,internationaux adj,de prep,Wimbledon,np,7824,3005,4040,0,!VIRGULE ponctw,le det,B-geoloc.
8211,l' det,américaine nc,Serena,np,0,645,3837,0,Williams np,!POINT ponctw,B-person.
8212,américaine nc,Serena np,Williams,np,0,6857,25283,1395,!POINT ponctw,XX XX,I-person.
8229,XX XX,XX XX,Proche_Orient,np,68353,0,0,0,: ponctw,XX XX,B-geoloc.
8245,XX XX,XX XX,Golfe,np,45982,1938,0,0,: ponctw,XX XX,B-geoloc.
8248,XX XX,XX XX,Ankara,np,11086,21160,0,0,annonce v,que csu,O.
8256,arrêtés v,en prep,Irak,np,368948,87782,0,0,vont v,être v,B-geoloc.
8272,suivre v,le det,Hassania,np,0,0,0,0,d' prep,Agadir np,B-org.
8273,le det,Hassania np,d',prep,0,0,0,0,Agadir np,conserve v,I-org.
8274,Hassania np,d' prep,Agadir,np,983,0,0,0,conserve v,son det,I-org.
8299,écoute nc,d' prep,RTM,np,0,1273,0,0,Chaîne np,Inter np,B-org.
8300,d' prep,RTM np,Chaîne,np,0,1222,0,0,Inter np,et coo,I-org.
8301,RTM np,Chaîne np,Inter,np,0,14386,751,524,et coo,que csu,I-org.
8325,heures nc,à prep,Paris,np,385067,66443,5086,1328,!VIRGULE ponctw,midi nc,B-geoloc.
8336,continue v,sur prep,RFI,np,0,4829,0,0,!POINT ponctw,XX XX,B-org.
8340,XX XX,avec prep,Philippe,np,0,0,103734,0,Lecaplain np,bonjour nc,B-person.
8341,avec prep,Philippe np,Lecaplain,np,0,0,0,0,bonjour nc,! ponctw,I-person.
8342,Philippe np,Lecaplain np,bonjour,nc,0,0,0,0,! ponctw,XX XX,O.
8353,administrateur nc,américain adj,Jay,np,0,0,4203,0,Gardner np,préside v,B-person.
8354,américain adj,Jay np,Gardner,np,0,0,1133,0,préside v,cette det,I-person.
8361,XX XX,en prep,Argentine,np,26515,22868,1652,0,au prep,deuxième adj,B-geoloc.
8377,de prep,droite nc,Carlos,np,0,0,49306,0,Menem np,a v,B-person.
8378,droite nc,Carlos np,Menem,np,0,0,7000,0,a v,obtenu v,I-person.
8397,XX XX,en prep,Asie,np,83382,2151,0,0,un det,nouveau adj,B-geoloc.
8412,est v,l' det,Indonésie,np,35503,1925,0,0,!VIRGULE ponctw,avec prep,B-geoloc.
8421,alors_qu' csu,en prep,Chine,np,116953,96949,637,0,et coo,Hong_Kong np,B-geoloc.
8423,Chine np,et coo,Hong_Kong,np,35125,2899,0,0,treize det,personnes nc,B-geoloc.
